chromosome	start	end	id	score@@peak	strand
chr1	15805217	15805371	ds_229562	5.31354@@15805320	+
chr1	15805750	15805820	ds_229565	5.10006@@15805807	+
chr1	15805831	15805883	ds_229566	4.24118@@15805869	+
chr1	15806068	15806143	ds_229568	4.90843@@15806122	+
chr1	15817056	15817116	ds_229617	3.82554@@15817073	+
chr1	15824743	15824965	ds_229640	3.79721@@15824860	+
chr1	15825438	15825554	ds_229645	7.0171@@15825453	+
chr1	15825883	15825948	ds_229649	3.82478@@15825898	+
chr1	15826906	15826974	ds_229656	5.60924@@15826957	+
chr1	15826992	15827100	ds_229657	5.22972@@15827061	+
chr1	15827113	15827211	ds_229658	4.29146@@15827138	+
chr1	15831718	15831801	ds_229676	3.97154@@15831785	+
chr1	15832345	15832411	ds_229681	4.37366@@15832389	+
chr1	15836946	15837003	ds_229705	3.74565@@15836984	+
chr1	15837641	15837757	ds_229712	7.0171@@15837656	+
chr1	15838086	15838151	ds_229716	3.82478@@15838101	+
chr1	15839118	15839186	ds_229724	5.60924@@15839169	+
chr1	15839204	15839312	ds_229725	5.48318@@15839273	+
chr1	15839326	15839423	ds_229726	4.29146@@15839350	+
chr1	15843934	15844017	ds_229745	3.97154@@15844001	+
chr1	15844561	15844628	ds_229750	4.37366@@15844605	+
chr1	15849741	15849795	ds_229773	5.12557@@15849777	+
chr1	15878793	15878861	ds_229874	4.89859@@15878838	+
chr1	15878939	15878992	ds_229876	7.0202@@15878946	+
chr1	15885452	15885534	ds_229884	5.69872@@15885466	+
chr1	15890328	15890379	ds_229903	8.79271@@15890335	+
chr1	15909864	15909924	ds_229932	4.58964@@15909876	+
chr1	15915122	15915178	ds_229960	5.17322@@15915129	+
chr1	15916177	15916231	ds_229963	4.85192@@15916180	+
chr1	15917702	15917754	ds_229970	5.43592@@15917732	+
chr1	15918920	15918986	ds_229976	9.01004@@15918936	+
chr1	15925541	15925595	ds_229987	5.17322@@15925572	+
chr1	15929217	15929269	ds_229999	3.85707@@15929224	+
chr1	15933023	15933080	ds_230004	3.85707@@15933024	+
chr1	15935520	15935710	ds_230010	6.61189@@15935581	+
chr1	15937803	15937856	ds_230015	4.43822@@15937819	+
chr1	15940409	15940460	ds_230021	4.45451@@15940438	+
chr1	15940867	15940956	ds_230022	4.65522@@15940888	+
chr1	15944442	15944497	ds_230032	6.34226@@15944460	+
chr1	15944516	15944726	ds_230033	7.16495@@15944640	+
chr1	15951650	15951708	ds_230046	3.85707@@15951674	+
chr1	15953475	15953571	ds_230056	4.07765@@15953528	+
chr1	15954099	15954180	ds_230059	5.93803@@15954121	+
chr1	15954508	15954560	ds_230064	5.75612@@15954516	+
chr1	15959725	15959795	ds_230081	8.55064@@15959737	+
chr1	15962142	15962228	ds_230089	3.85707@@15962211	+
chr1	15962995	15963129	ds_230095	6.43534@@15963057	+
chr1	15963193	15963252	ds_230096	7.44186@@15963206	+
chr1	15963440	15963547	ds_230097	5.0892@@15963517	+
chr1	15964073	15964136	ds_230100	3.60349@@15964097	+
chr1	15964249	15964330	ds_230102	5.34748@@15964312	+
chr1	15964689	15964759	ds_230103	4.6598@@15964739	+
chr1	15964885	15964973	ds_230106	4.53436@@15964940	+
chr1	15965738	15965815	ds_230110	6.41517@@15965783	+
chr1	15966365	15966421	ds_230111	3.85707@@15966373	+
chr1	15968822	15968881	ds_230119	3.85707@@15968858	+
chr1	15974964	15975046	ds_230139	3.85707@@15974984	+
chr1	15976311	15976364	ds_230145	4.85192@@15976316	+
chr1	15976665	15976731	ds_230147	4.43822@@15976695	+
chr1	15978573	15978656	ds_230155	4.85192@@15978648	+
chr1	16020929	16021022	ds_230303	8.95523@@16021001	+
chr1	16021158	16021241	ds_230304	5.86556@@16021218	+
chr1	16021290	16021390	ds_230305	8.23908@@16021307	+
chr1	16026544	16026598	ds_230327	5.17322@@16026564	+
chr1	16038625	16038676	ds_230355	6.66357@@16038653	+
chr1	16044289	16044341	ds_230367	5.35527@@16044318	+
chr1	16044788	16044840	ds_230372	4.34705@@16044816	+
chr1	16046569	16046657	ds_230378	4.2987@@16046638	+
chr1	16064023	16064099	ds_230428	9.57628@@16064081	+
chr1	16067337	16067389	ds_230441	4.43822@@16067366	+
chr1	16073285	16073336	ds_230451	4.17653@@16073334	+
chr1	16092691	16092753	ds_230499	4.39776@@16092737	+
chr1	16097506	16097579	ds_230518	5.27663@@16097523	+
chr1	16097672	16097743	ds_230519	7.98294@@16097722	+
chr1	16113860	16113911	ds_230564	4.78473@@16113877	+
chr1	16116505	16116558	ds_230569	4.06025@@16116538	+
chr1	16117833	16117942	ds_230576	6.61911@@16117888	+
chr1	16123516	16123639	ds_230622	6.8848@@16123573	+
chr1	16125225	16125277	ds_230637	3.85707@@16125255	+
chr1	16128349	16128399	ds_230650	4.17653@@16128382	+
chr1	16128658	16128719	ds_230652	4.43822@@16128682	+
chr1	16142786	16142846	ds_230671	3.85707@@16142815	+
chr1	16142862	16142918	ds_230672	4.85192@@16142874	+
chr1	16143048	16143139	ds_230675	7.96222@@16143106	+
chr1	16143236	16143367	ds_230677	6.55079@@16143277	+
chr1	16148031	16148100	ds_230689	4.43822@@16148033	+
chr1	16148129	16148189	ds_230690	4.47819@@16148139	+
chr1	16161730	16161830	ds_230704	5.65811@@16161745	+
chr1	16162094	16162152	ds_230708	4.85192@@16162099	+
chr1	16162331	16162452	ds_230712	7.17219@@16162341	+
chr1	16163824	16163902	ds_230720	9.23677@@16163849	+
chr1	16166005	16166057	ds_230728	3.85707@@16166010	+
chr1	16166161	16166227	ds_230729	5.43592@@16166204	+
chr1	16166678	16166738	ds_230733	3.94169@@16166715	+
chr1	16166753	16166834	ds_230734	7.88504@@16166772	+
chr1	16167751	16167820	ds_230740	4.22356@@16167778	+
chr1	16167976	16168053	ds_230743	7.09819@@16168015	+
chr1	16168371	16168445	ds_230747	5.65811@@16168394	+
chr1	16168521	16168585	ds_230749	6.02046@@16168538	+
chr1	16174183	16174246	ds_230758	3.85707@@16174192	+
chr1	16174448	16174501	ds_230760	4.6974@@16174467	+
chr1	16174520	16174597	ds_230761	5.15768@@16174541	+
chr1	16175817	16175908	ds_230764	7.07872@@16175872	+
chr1	16189192	16189365	ds_230786	6.47096@@16189249	+
chr1	16190831	16190891	ds_230790	5.31924@@16190844	+
chr1	16199233	16199308	ds_230824	4.93918@@16199285	+
chr1	16201512	16201565	ds_230842	4.72672@@16201546	+
chr1	16201995	16202251	ds_230844	8.15399@@16202064	+
chr1	16202262	16202332	ds_230845	5.7087@@16202297	+
chr1	16202494	16202569	ds_230849	5.38943@@16202551	+
chr1	16202868	16202922	ds_230850	5.15875@@16202885	+
chr1	16203394	16203517	ds_230857	6.04692@@16203414	+
chr1	16203661	16203717	ds_230859	4.04662@@16203667	+
chr1	16212854	16212933	ds_230886	5.78926@@16212911	+
chr1	16231888	16231966	ds_230923	7.86144@@16231910	+
chr1	16239130	16239222	ds_230940	5.55128@@16239141	+
chr1	16239826	16239986	ds_230947	9.7927@@16239852	+
chr1	16240000	16240059	ds_230948	4.85192@@16240000	+
chr1	16240455	16240512	ds_230951	4.17653@@16240495	+
chr1	16241546	16241634	ds_230959	6.90918@@16241600	+
chr1	16243179	16243244	ds_230973	5.17322@@16243179	+
chr1	16243685	16243739	ds_230978	7.7082@@16243723	+
chr1	16243873	16243952	ds_230980	5.93803@@16243880	+
chr1	16244421	16244489	ds_230985	3.72164@@16244473	+
chr1	16245442	16245512	ds_230991	4.43822@@16245445	+
chr1	16245949	16246077	ds_230995	6.89468@@16246019	+
chr1	16247739	16247927	ds_231004	9.06936@@16247867	+
chr1	16248464	16248514	ds_231009	3.85707@@16248491	+
chr1	16248689	16248772	ds_231010	6.75737@@16248724	+
chr1	16252129	16252249	ds_231024	8.42612@@16252154	+
chr1	16252857	16252923	ds_231029	5.64983@@16252901	+
chr1	16259033	16259084	ds_231044	3.98578@@16259046	+
chr1	16261555	16261634	ds_231057	5.02214@@16261591	+
chr1	16274104	16274526	ds_231078	9.18111@@16274407	+
chr1	16280154	16280215	ds_231083	3.85707@@16280165	+
chr1	16282644	16282738	ds_231093	4.46309@@16282721	+
chr1	16283361	16283568	ds_231098	6.86687@@16283438	+
chr1	16283590	16283644	ds_231099	6.23565@@16283626	+
chr1	16284401	16284489	ds_231109	4.26011@@16284471	+
chr1	16284576	16284632	ds_231111	4.2755@@16284614	+
chr1	16285205	16285346	ds_231119	6.28846@@16285223	+
chr1	16286600	16286779	ds_231131	5.61591@@16286652	+
chr1	16286886	16286973	ds_231133	5.01576@@16286913	+
chr1	16286996	16287062	ds_231134	5.98675@@16287042	+
chr1	16287701	16287763	ds_231138	4.8083@@16287735	+
chr1	16287877	16287958	ds_231141	4.16281@@16287890	+
chr1	16290720	16290872	ds_231153	7.10594@@16290816	+
chr1	16290944	16290997	ds_231154	3.85707@@16290974	+
chr1	16295513	16295572	ds_231184	3.85707@@16295550	+
chr1	16296515	16296571	ds_231192	4.2755@@16296553	+
chr1	16297144	16297357	ds_231200	7.71461@@16297338	+
chr1	16298582	16298735	ds_231211	6.22208@@16298623	+
chr1	16298842	16298929	ds_231213	4.83642@@16298865	+
chr1	16298952	16299018	ds_231214	5.98675@@16298998	+
chr1	16299846	16299949	ds_231221	4.16281@@16299859	+
chr1	16302661	16302813	ds_231232	7.10594@@16302757	+
chr1	16302885	16302938	ds_231233	3.85707@@16302915	+
chr1	16311139	16311237	ds_231266	5.55128@@16311174	+
chr1	16311700	16311825	ds_231270	5.72517@@16311779	+
chr1	16311872	16312134	ds_231271	8.52262@@16312064	+
chr1	16312280	16312348	ds_231274	6.81993@@16312334	+
chr1	16312565	16312646	ds_231276	4.6598@@16312582	+
chr1	16316451	16316506	ds_231307	4.05704@@16316488	+
chr1	16316609	16316728	ds_231309	7.70702@@16316657	+
chr1	16320833	16320893	ds_231326	5.17322@@16320868	+
chr1	16324111	16324162	ds_231350	3.93814@@16324122	+
chr1	16327483	16327567	ds_231363	6.02046@@16327532	+
chr1	16328086	16328380	ds_231367	9.05965@@16328222	+
chr1	16328417	16328519	ds_231368	4.43822@@16328424	+
chr1	16328905	16328982	ds_231371	3.85707@@16328910	+
chr1	16329242	16329334	ds_231375	4.15729@@16329311	+
chr1	16329527	16329583	ds_231378	4.43822@@16329546	+
chr1	16329731	16329794	ds_231380	4.6401@@16329746	+
chr1	16340618	16340716	ds_231420	4.43822@@16340662	+
chr1	16342307	16342413	ds_231426	4.43822@@16342359	+
chr1	16346356	16346466	ds_231446	6.51333@@16346434	+
chr1	16346490	16346555	ds_231447	3.73284@@16346532	+
chr1	16350486	16350579	ds_231465	5.02148@@16350562	+
chr1	16351049	16351212	ds_231469	8.63374@@16351193	+
chr1	16351480	16351562	ds_231472	4.43822@@16351488	+
chr1	16351604	16351659	ds_231473	4.2626@@16351639	+
chr1	16352073	16352146	ds_231477	6.7572@@16352123	+
chr1	16352183	16352257	ds_231478	5.55128@@16352216	+
chr1	16352295	16352388	ds_231479	6.7572@@16352332	+
chr1	16353123	16353184	ds_231484	3.85707@@16353131	+
chr1	16353586	16353678	ds_231488	3.85707@@16353606	+
chr1	16353886	16353956	ds_231490	8.20776@@16353935	+
chr1	16353983	16354078	ds_231491	7.24524@@16354054	+
chr1	16354150	16354232	ds_231493	4.85192@@16354151	+
chr1	16355037	16355098	ds_231498	4.85192@@16355076	+
chr1	16355347	16355449	ds_231501	5.93803@@16355426	+
chr1	16355471	16355615	ds_231502	5.65811@@16355481	+
chr1	16355782	16355833	ds_231505	4.96714@@16355790	+
chr1	16355950	16356038	ds_231507	6.93775@@16355972	+
chr1	16356108	16356186	ds_231509	6.83519@@16356148	+
chr1	16356745	16356822	ds_231513	7.29871@@16356754	+
chr1	16356853	16357006	ds_231514	7.32814@@16356947	+
chr1	16357096	16357148	ds_231516	6.93775@@16357098	+
chr1	16357172	16357253	ds_231517	5.43592@@16357193	+
chr1	16357452	16357503	ds_231520	3.85707@@16357483	+
chr1	16359326	16359440	ds_231528	6.17239@@16359404	+
chr1	16359495	16359598	ds_231529	6.60523@@16359551	+
chr1	16359657	16359771	ds_231530	9.92165@@16359673	+
chr1	16362658	16362739	ds_231539	5.38309@@16362707	+
chr1	16363365	16363430	ds_231544	7.4352@@16363403	+
chr1	16364058	16364112	ds_231546	4.43822@@16364091	+
chr1	16364628	16364832	ds_231552	8.34672@@16364668	+
chr1	16365662	16365712	ds_231555	6.30985@@16365688	+
chr1	16365730	16365802	ds_231556	6.55079@@16365772	+
chr1	16365816	16365919	ds_231557	6.27669@@16365897	+
chr1	16366580	16366717	ds_231562	8.89295@@16366643	+
chr1	16367178	16367236	ds_231565	3.85707@@16367213	+
chr1	16367277	16367327	ds_231566	4.85192@@16367304	+
chr1	16367470	16367520	ds_231568	8.17213@@16367499	+
chr1	16367953	16368141	ds_231571	7.60511@@16368011	+
chr1	16368593	16368644	ds_231574	5.02148@@16368628	+
chr1	16368679	16368742	ds_231575	6.67475@@16368711	+
chr1	16368779	16368834	ds_231576	4.6598@@16368800	+
chr1	16383611	16383668	ds_231632	4.02402@@16383622	+
chr1	16384928	16384989	ds_231641	5.46726@@16384968	+
chr1	16385084	16385162	ds_231643	5.34356@@16385092	+
chr1	16399341	16399408	ds_231696	5.0841@@16399382	+
chr1	16403688	16403746	ds_231705	4.73974@@16403701	+
chr1	16404713	16404768	ds_231710	5.43592@@16404729	+
chr1	16404823	16404901	ds_231711	5.17322@@16404837	+
chr1	16405161	16405226	ds_231715	5.75757@@16405186	+
chr1	16405324	16405385	ds_231717	6.93775@@16405363	+
chr1	16414129	16414179	ds_231724	3.78381@@16414146	+
chr1	16414355	16414433	ds_231726	5.57582@@16414411	+
chr1	16420054	16420151	ds_231739	9.34204@@16420098	+
chr1	16420162	16420387	ds_231740	7.72058@@16420295	+
chr1	16420856	16420915	ds_231744	6.17239@@16420892	+
chr1	16420984	16421180	ds_231746	7.55436@@16421038	+
chr1	16422639	16422741	ds_231751	8.05966@@16422685	+
chr1	16422762	16422895	ds_231752	5.85062@@16422775	+
chr1	16422924	16422989	ds_231753	6.43534@@16422929	+
chr1	16423047	16423099	ds_231754	4.85192@@16423066	+
chr1	16430461	16430520	ds_231758	5.85062@@16430483	+
chr1	16430952	16431013	ds_231760	6.02206@@16430969	+
chr1	16431302	16431354	ds_231764	6.31974@@16431331	+
chr1	16431882	16431933	ds_231769	6.7572@@16431885	+
chr1	16432363	16432422	ds_231774	5.18422@@16432403	+
chr1	16432436	16432491	ds_231775	5.83786@@16432489	+
chr1	16432955	16433012	ds_231779	4.40355@@16432955	+
chr1	16433332	16433392	ds_231783	6.29297@@16433371	+
chr1	16433429	16433491	ds_231784	6.75492@@16433439	+
chr1	16433724	16433774	ds_231788	3.85707@@16433727	+
chr1	16449114	16449177	ds_231801	5.85062@@16449154	+
chr1	16449981	16450044	ds_231804	4.43822@@16450023	+
chr1	16450087	16450172	ds_231805	5.65811@@16450137	+
chr1	16450329	16450388	ds_231806	4.17653@@16450365	+
chr1	16450532	16450601	ds_231808	4.85192@@16450549	+
chr1	16450924	16451096	ds_231811	6.7572@@16451051	+
chr1	16451108	16451174	ds_231812	5.17322@@16451113	+
chr1	16452375	16452427	ds_231816	5.17322@@16452385	+
chr1	16452986	16453043	ds_231821	6.30985@@16452997	+
chr1	16453194	16453330	ds_231824	5.81384@@16453301	+
chr1	16453633	16453704	ds_231827	9.20481@@16453659	+
chr1	16455248	16455307	ds_231831	4.36455@@16455284	+
chr1	16460168	16460221	ds_231854	5.17322@@16460204	+
chr1	16466595	16466657	ds_231860	5.02148@@16466643	+
chr1	16478518	16478607	ds_231900	3.85707@@16478532	+
chr1	16480448	16480502	ds_231905	4.43822@@16480465	+
chr1	16482542	16482640	ds_231913	5.65811@@16482585	+
chr1	16489898	16489959	ds_231938	4.17653@@16489906	+
chr1	16497960	16498041	ds_231979	7.62974@@16497992	+
chr1	16498733	16498806	ds_231985	5.65811@@16498775	+
chr1	16499369	16499426	ds_231988	4.43822@@16499389	+
chr1	16499467	16499531	ds_231989	6.60523@@16499486	+
chr1	16499937	16500014	ds_231991	4.43822@@16499967	+
chr1	16500939	16501009	ds_231997	3.85707@@16500939	+
chr1	16501727	16501779	ds_232001	6.8045@@16501758	+
chr1	16502075	16502125	ds_232002	3.85707@@16502081	+
chr1	16502184	16502237	ds_232003	7.27651@@16502192	+
chr1	16502391	16502490	ds_232006	3.85707@@16502411	+
chr1	16510918	16511032	ds_232028	4.96714@@16510941	+
chr1	16511618	16511671	ds_232032	5.02754@@16511653	+
chr1	16511758	16511809	ds_232034	3.74735@@16511781	+
chr1	16513123	16513399	ds_232041	8.49225@@16513382	+
chr1	16513492	16513614	ds_232043	7.42414@@16513565	+
chr1	16513643	16513742	ds_232044	5.86556@@16513709	+
chr1	16513779	16513853	ds_232045	8.59077@@16513806	+
chr1	16513890	16513975	ds_232046	5.3322@@16513947	+
chr1	16514276	16514462	ds_232049	8.47009@@16514374	+
chr1	16514569	16514661	ds_232051	4.17653@@16514626	+
chr1	16514869	16514926	ds_232055	5.96603@@16514909	+
chr1	16515084	16515161	ds_232057	4.99457@@16515138	+
chr1	16515480	16515549	ds_232063	6.8518@@16515515	+
chr1	16515575	16515642	ds_232064	6.58731@@16515596	+
chr1	16515656	16515768	ds_232065	6.94138@@16515687	+
chr1	16517132	16517187	ds_232081	5.78836@@16517154	+
chr1	16517493	16517593	ds_232085	4.67343@@16517558	+
chr1	16517622	16517685	ds_232086	5.2662@@16517646	+
chr1	16517931	16517989	ds_232089	4.47759@@16517939	+
chr1	16518019	16518149	ds_232090	4.07765@@16518083	+
chr1	16518504	16518556	ds_232093	3.647@@16518534	+
chr1	16520015	16520079	ds_232105	4.65294@@16520038	+
chr1	16520715	16520768	ds_232110	5.02754@@16520750	+
chr1	16522260	16522475	ds_232118	8.09497@@16522394	+
chr1	16522629	16522751	ds_232121	5.16841@@16522702	+
chr1	16522902	16522970	ds_232123	8.61308@@16522928	+
chr1	16523013	16523098	ds_232124	5.55866@@16523066	+
chr1	16523399	16523635	ds_232127	8.47009@@16523497	+
chr1	16523692	16523852	ds_232128	6.30766@@16523832	+
chr1	16523992	16524057	ds_232131	5.35355@@16524031	+
chr1	16524203	16524284	ds_232133	4.99457@@16524261	+
chr1	16524603	16524672	ds_232139	6.8518@@16524638	+
chr1	16524698	16524765	ds_232140	6.58731@@16524719	+
chr1	16524779	16524891	ds_232141	6.94138@@16524810	+
chr1	16526616	16526701	ds_232161	4.67343@@16526681	+
chr1	16526745	16526808	ds_232162	6.46508@@16526774	+
chr1	16527055	16527113	ds_232165	3.91543@@16527063	+
chr1	16527143	16527268	ds_232166	4.26911@@16527200	+
chr1	16528420	16528508	ds_232177	4.65294@@16528443	+
chr1	16529158	16529250	ds_232182	6.24276@@16529178	+
chr1	16535913	16535987	ds_232204	4.43822@@16535965	+
chr1	16536447	16536505	ds_232207	9.49586@@16536481	+
chr1	16538532	16538663	ds_232209	7.14181@@16538588	+
chr1	16541314	16541426	ds_232234	6.81223@@16541351	+
chr1	16584292	16584385	ds_232341	5.31521@@16584334	+
chr1	16586884	16586974	ds_232357	5.43592@@16586911	+
chr1	16592986	16593046	ds_232385	3.63989@@16593008	+
chr1	16594390	16594456	ds_232396	8.67038@@16594439	+
chr1	16595118	16595206	ds_232398	6.17239@@16595127	+
chr1	16595676	16595738	ds_232404	7.89461@@16595715	+
chr1	16595847	16595937	ds_232406	7.95175@@16595874	+
chr1	16598446	16598673	ds_232419	7.07266@@16598560	+
chr1	16598693	16598766	ds_232420	7.35804@@16598721	+
chr1	16600153	16600263	ds_232428	4.55325@@16600210	+
chr1	16600352	16600405	ds_232429	5.17322@@16600389	+
chr1	16600477	16600580	ds_232431	5.85062@@16600533	+
chr1	16601069	16601316	ds_232434	8.40479@@16601195	+
chr1	16602390	16602441	ds_232440	3.85707@@16602418	+
chr1	16603487	16603576	ds_232449	6.65768@@16603518	+
chr1	16603980	16604149	ds_232451	9.04002@@16604086	+
chr1	16604207	16604326	ds_232453	5.85062@@16604303	+
chr1	16604353	16604489	ds_232454	6.89468@@16604420	+
chr1	16604535	16604669	ds_232455	7.05972@@16604638	+
chr1	16607637	16607715	ds_232468	4.20493@@16607643	+
chr1	16610904	16610976	ds_232487	4.11802@@16610915	+
chr1	16613329	16613380	ds_232502	3.95454@@16613368	+
chr1	16618175	16618235	ds_232521	3.85707@@16618203	+
chr1	16621190	16621243	ds_232533	3.85707@@16621206	+
chr1	16625633	16625717	ds_232543	6.33907@@16625666	+
chr1	16625747	16625816	ds_232544	4.52865@@16625796	+
chr1	16626750	16626865	ds_232554	5.26682@@16626766	+
chr1	16628532	16628737	ds_232570	7.95739@@16628706	+
chr1	16629064	16629119	ds_232575	4.92917@@16629080	+
chr1	16629323	16629410	ds_232577	4.73306@@16629339	+
chr1	16629579	16629650	ds_232580	4.16674@@16629606	+
chr1	16629706	16629772	ds_232581	5.27496@@16629723	+
chr1	16631875	16631990	ds_232595	6.24003@@16631960	+
chr1	16632094	16632167	ds_232597	4.3686@@16632104	+
chr1	16632409	16632483	ds_232600	3.70702@@16632444	+
chr1	16632836	16632921	ds_232601	4.15049@@16632860	+
chr1	16634228	16634296	ds_232611	4.77753@@16634244	+
chr1	16634614	16634677	ds_232614	4.3479@@16634622	+
chr1	16635147	16635249	ds_232620	4.14538@@16635234	+
chr1	16635775	16635885	ds_232625	5.26561@@16635845	+
chr1	16636110	16636163	ds_232629	6.87498@@16636127	+
chr1	16636348	16636401	ds_232632	6.10149@@16636358	+
chr1	16636437	16636490	ds_232633	4.48217@@16636449	+
chr1	16636949	16637012	ds_232639	5.02197@@16636970	+
chr1	16645899	16645994	ds_232655	6.97838@@16645949	+
chr1	16647940	16647993	ds_232661	6.30985@@16647964	+
chr1	16658340	16658390	ds_232679	5.17322@@16658358	+
chr1	16659708	16659768	ds_232680	5.88035@@16659748	+
chr1	16664226	16664289	ds_232691	4.6715@@16664275	+
chr1	16666342	16666456	ds_232693	7.45707@@16666393	+
chr1	16666601	16666665	ds_232696	4.45768@@16666647	+
chr1	16670339	16670394	ds_232703	3.85707@@16670372	+
chr1	16674907	16674966	ds_232723	3.95679@@16674929	+
chr1	16676179	16676264	ds_232734	4.85192@@16676192	+
chr1	16677639	16677700	ds_232747	4.17653@@16677667	+
chr1	16678845	16678902	ds_232755	3.85707@@16678879	+
chr1	16682025	16682091	ds_232772	4.07765@@16682030	+
chr1	16692754	16692808	ds_232801	4.17653@@16692757	+
chr1	16693689	16693771	ds_232809	3.85707@@16693739	+
chr1	16699242	16699299	ds_232831	3.95109@@16699264	+
chr1	16707817	16707879	ds_232853	9.01818@@16707835	+
chr1	16709984	16710069	ds_232857	4.87293@@16709999	+
chr1	16711326	16711459	ds_232864	7.307@@16711405	+
chr1	16711704	16711766	ds_232866	4.43822@@16711743	+
chr1	16712643	16712746	ds_232871	4.27722@@16712710	+
chr1	16723759	16723830	ds_232887	6.55079@@16723809	+
chr1	16727626	16727723	ds_232906	6.50381@@16727692	+
chr1	16728003	16728095	ds_232909	6.30985@@16728018	+
chr1	16729244	16729352	ds_232922	6.58731@@16729323	+
chr1	16729723	16729820	ds_232929	7.24257@@16729799	+
chr1	16730171	16730286	ds_232933	5.17322@@16730194	+
chr1	16730578	16730837	ds_232937	8.37062@@16730633	+
chr1	16737792	16737854	ds_232954	7.24295@@16737832	+
chr1	16742205	16742266	ds_232966	4.96714@@16742222	+
chr1	16745398	16745468	ds_232976	4.62515@@16745403	+
chr1	16745510	16745628	ds_232977	4.85192@@16745556	+
chr1	16754887	16754954	ds_233002	4.30163@@16754937	+
chr1	16757921	16757974	ds_233006	5.85062@@16757925	+
chr1	16758903	16758977	ds_233009	4.85192@@16758954	+
chr1	16770255	16770307	ds_233019	9.05965@@16770287	+
chr1	16770364	16770515	ds_233020	6.17239@@16770367	+
chr1	16770605	16770733	ds_233021	8.88398@@16770661	+
chr1	16773665	16773761	ds_233024	5.76798@@16773692	+
chr1	16778581	16778646	ds_233027	5.65811@@16778588	+
chr1	16786106	16786166	ds_233042	3.85707@@16786129	+
chr1	16791288	16791448	ds_233047	6.82676@@16791416	+
chr1	16791459	16791562	ds_233048	6.3499@@16791539	+
chr1	16793695	16793778	ds_233057	3.85707@@16793728	+
chr1	16794009	16794073	ds_233059	5.80485@@16794053	+
chr1	16801790	16802057	ds_233067	8.99994@@16801869	+
chr1	16804000	16804050	ds_233077	3.85707@@16804027	+
chr1	16810895	16810959	ds_233083	7.09819@@16810911	+
chr1	16818527	16818583	ds_233096	5.17322@@16818547	+
chr1	16818598	16818664	ds_233097	5.17322@@16818608	+
chr1	16818702	16818772	ds_233098	5.65811@@16818731	+
chr1	16818933	16819002	ds_233099	6.8503@@16818968	+
chr1	16825612	16825665	ds_233115	4.36061@@16825643	+
chr1	16826069	16826148	ds_233118	4.56389@@16826086	+
chr1	16841053	16841124	ds_233131	5.59131@@16841088	+
chr1	16842541	16842596	ds_233139	3.97154@@16842554	+
chr1	16844444	16844565	ds_233142	6.17239@@16844488	+
chr1	16846659	16846728	ds_233144	4.85192@@16846693	+
chr1	16853871	16853947	ds_233154	3.95573@@16853918	+
chr1	16855340	16855544	ds_233165	7.30968@@16855444	+
chr1	16860602	16860676	ds_233192	4.43822@@16860631	+
chr1	16860696	16860763	ds_233193	3.85707@@16860740	+
chr1	16861137	16861215	ds_233196	6.55079@@16861200	+
chr1	16861237	16861367	ds_233197	6.49422@@16861259	+
chr1	16861497	16861560	ds_233198	3.85707@@16861537	+
chr1	16866824	16866881	ds_233209	5.43592@@16866833	+
chr1	16870175	16870227	ds_233213	8.32114@@16870190	+
chr1	16870238	16870315	ds_233214	4.05475@@16870294	+
chr1	16870893	16870952	ds_233218	7.63771@@16870935	+
chr1	16880020	16880074	ds_233249	3.85707@@16880051	+
chr1	16880245	16880321	ds_233251	5.02148@@16880298	+
chr1	16880508	16880622	ds_233252	5.65811@@16880573	+
chr1	16883995	16884098	ds_233264	7.13566@@16884071	+
chr1	16884118	16884423	ds_233265	8.17213@@16884266	+
chr1	16885123	16885302	ds_233270	7.4352@@16885246	+
chr1	16885354	16885410	ds_233272	6.02046@@16885371	+
chr1	16885525	16885596	ds_233273	7.3738@@16885544	+
chr1	16885854	16886020	ds_233274	4.6598@@16885961	+
chr1	16890944	16891028	ds_233287	5.85062@@16890978	+
chr1	16899497	16899601	ds_233299	6.60523@@16899578	+
chr1	16902744	16902810	ds_233302	4.70696@@16902764	+
chr1	16902936	16902989	ds_233305	4.85966@@16902957	+
chr1	16904705	16904768	ds_233311	4.48132@@16904718	+
chr1	16905094	16905145	ds_233313	4.45451@@16905123	+
chr1	16935651	16935740	ds_233350	3.85707@@16935652	+
chr1	16939281	16939413	ds_233360	8.9116@@16939377	+
chr1	16942801	16942874	ds_233369	4.93918@@16942851	+
chr1	16943011	16943101	ds_233371	3.85707@@16943049	+
chr1	16949355	16949425	ds_233397	4.85932@@16949370	+
chr1	16961736	16961799	ds_233454	3.66693@@16961764	+
chr1	16961842	16961935	ds_233455	5.07385@@16961914	+
chr1	16985103	16985171	ds_233512	5.31054@@16985145	+
chr1	16985974	16986068	ds_233515	5.31054@@16985984	+
chr1	16987187	16987260	ds_233521	5.85062@@16987237	+
chr1	16987291	16987356	ds_233522	4.43822@@16987311	+
chr1	16987573	16987642	ds_233526	6.02046@@16987589	+
chr1	16987826	16987885	ds_233528	4.18639@@16987840	+
chr1	16988668	16988731	ds_233532	6.36899@@16988685	+
chr1	16998390	16998441	ds_233552	4.1758@@16998421	+
chr1	16998645	16998737	ds_233554	5.04649@@16998681	+
chr1	17003529	17003645	ds_233575	4.85192@@17003590	+
chr1	17006946	17006999	ds_233586	9.24822@@17006976	+
chr1	17007238	17007347	ds_233588	5.93803@@17007324	+
